iter	RMSE
149	4.635266823
150	4.62428339
151	4.615928923
152	4.610549285
153	4.5899212
154	4.575889744
155	4.567696421
156	4.56056564
157	4.550901039
158	4.540369786
159	4.533989171
160	4.52651054
161	4.515006438
162	4.507651728
163	4.499189138
164	4.488997277
165	4.477759752
166	4.470352995
167	4.462565722
168	4.450555139
169	4.436972469
170	4.429680311
171	4.424654973
172	4.417319717
173	4.403016756
174	4.390144927
175	4.382005615
176	4.362905583
177	4.358901907
178	4.350752785
179	4.341834131
180	4.335345138
181	4.322906952
182	4.314307627
183	4.310303352
184	4.301812995
185	4.295791843
186	4.283989233
187	4.277716452
188	4.272079948
189	4.268148119
190	4.259541947
191	4.252842527
192	4.248563236
193	4.241234304
194	4.233766002
195	4.225317228
196	4.213417326
197	4.208986936
198	4.197406622
199	4.190772132
200	4.179344982
201	4.171529531
202	4.160398149
203	4.155368251
204	4.151619382
205	4.147958489
206	4.145574968
207	4.138215695
208	4.128795767
209	4.125604627
210	4.106562459
211	4.10442187
212	4.099272713
213	4.090688246
214	4.082861821
215	4.080743927
216	4.0694805
217	4.054356916
218	4.046449856
219	4.040539343
220	4.033714354
221	4.020554592
222	4.013057113
223	4.010942909
224	4.003501287
225	3.992788007
226	3.988614904
227	3.977612996
228	3.968933718
229	3.965217406
230	3.953840103
231	3.951758559
232	3.941692835
233	3.929605435
234	3.919770188
235	3.911327696
236	3.905238406
237	3.898710994
238	3.88242795
239	3.87213957
240	3.866326783
241	3.854017086
242	3.85071392
243	3.841327808
244	3.836816468
245	3.826634267
246	3.823352057
247	3.820148273
248	3.810657107
249	3.803146115
250	3.799081161
251	3.7969025
252	3.78617125
253	3.78425184
254	3.774907286
255	3.764760423
256	3.761685774
257	3.752788183
258	3.751441029
259	3.749845282
260	3.740512505
261	3.730201581
262	3.723732488
263	3.72231226
264	3.714100988
265	3.70900822
266	3.699216451
267	3.693498012
268	3.69151806
269	3.68321706
270	3.674949281
271	3.673656021
272	3.666634468
273	3.657965151
274	3.650380783
275	3.646174972
276	3.635953096
277	3.626625233
278	3.619349286
279	3.612674704
280	3.605359775
281	3.597411502
282	3.592044708
283	3.585123729
284	3.578239386
285	3.571028236
286	3.56576849
287	3.55663207
288	3.550818573
289	3.542136463
290	3.532579708
291	3.520671355
292	3.519523079
293	3.514020097
294	3.506222759
295	3.498731297
296	3.494098577
297	3.489457623
298	3.488620007
299	3.482567783
300	3.474896171
301	3.465348894
302	3.458450655
303	3.449959073
304	3.440961142
305	3.436341486
306	3.428331375
307	3.420543734
308	3.413343473
309	3.41139068
310	3.406606402
311	3.405855096
312	3.396787266
313	3.389379581
314	3.388596905
315	3.387869777
316	3.385133597
317	3.381790238
318	3.374274183
319	3.367975108
320	3.363478702
321	3.357538683
322	3.354554303
323	3.348695762
324	3.338374997
325	3.332917725
326	3.326337777
327	3.317654871
328	3.310291149
329	3.305393651
330	3.296347725
331	3.287274415
332	3.281147097
333	3.274036022
334	3.269351025
335	3.264950372
336	3.261222138
337	3.253645148
338	3.248859704
339	3.248176541
340	3.243677499
341	3.243031253
342	3.24230015
343	3.236851675
344	3.230634597
345	3.227792781
346	3.223057064
347	3.218468929
348	3.21112058
349	3.205122925
350	3.204284228
351	3.199413643
352	3.192942804
353	3.188754572
354	3.18327001
355	3.174512832
356	3.17395876
357	3.170200087
358	3.169631873
359	3.166277851
360	3.164391493
361	3.157762264
362	3.153412311
363	3.14957291
364	3.140922637
365	3.135409618
366	3.130617648
367	3.124508536
368	3.123981036
369	3.12164192
370	3.116622078
371	3.113371736
372	3.112899707
373	3.109692843
374	3.10237138
375	3.097536824
376	3.092057711
377	3.085786924
378	3.080770793
379	3.076886636
380	3.075343683
381	3.071671889
382	3.065898766
383	3.065437653
384	3.059684085
385	3.055645266
386	3.055202182
387	3.049275852
388	3.044038104
389	3.038012882
390	3.037585368
391	3.033566112
392	3.030348712
393	3.025625727
394	3.02518649
395	3.020043618
396	3.018746016
397	3.014190114
398	3.006455583
399	3.006035745
400	3.005632474
401	3.001211853
402	2.995998036
403	2.989337666
404	2.987839128
405	2.985561117
406	2.983435798
407	2.978695207
408	2.974955041
409	2.970934372
410	2.966395519
411	2.966019239
412	2.96105843
413	2.960698213
414	2.950849558
415	2.944066905
416	2.940969249
417	2.934090877
418	2.933504117
419	2.926963415
420	2.923995328
421	2.920571528
422	2.913941148
423	2.909124096
424	2.904575638
425	2.898856765
426	2.892599006
427	2.889870616
428	2.88350588
429	2.880504834
430	2.876435382
431	2.871869243
432	2.869747978
433	2.865840834
434	2.862865553
435	2.856205275
436	2.853852777
437	2.850559619
438	2.846468568
439	2.842061549
440	2.837936366
441	2.83346263
442	2.83038039
443	2.825400366
444	2.822897337
445	2.819522519
446	2.81300203
447	2.810503601
448	2.807666127
449	2.803651446
450	2.803145873
451	2.800564238
452	2.796564263
453	2.794955858
454	2.791052369
455	2.78811488
456	2.785029684
457	2.779820829
458	2.775916687
459	2.773041433
460	2.769912605
461	2.765161671
462	2.76175077
463	2.760070623
464	2.757271958
465	2.753390859
466	2.74765039
467	2.742449192
468	2.737006558
469	2.736262177
470	2.732701753
471	2.728876065
472	2.727789158
473	2.726823341
474	2.72650151
475	2.722848501
476	2.718459702
477	2.713062119
478	2.711344281
479	2.709598639
480	2.705404146
481	2.701902705
482	2.700842437
483	2.697844498
484	2.692244603
485	2.691460703
486	2.689181217
487	2.68654799
488	2.682070384
489	2.679512942
490	2.674964433
491	2.669505917
492	2.6660611
493	2.662435898
494	2.658073295
495	2.653231596
496	2.649287689
497	2.64587462
498	2.643281073
499	2.639138542
500	2.633888769
501	2.633166544
502	2.629865929
503	2.626493447
504	2.621094299
505	2.615365213
506	2.610665108
507	2.607790053
508	2.602196553
509	2.600068029
510	2.596667076
511	2.594009016
512	2.591517836
513	2.587596288
514	2.584109644
515	2.581703917
516	2.576926936
517	2.574822383
518	2.570589158
519	2.570309894
520	2.567680637
521	2.565909329
522	2.563691603
523	2.560720665
524	2.558785898
525	2.556839122
526	2.555919931
527	2.554065061
528	2.549725167
529	2.548058227
530	2.545951751
531	2.542467568
532	2.540195294
533	2.538992395
534	2.535983747
535	2.532494539
536	2.528127809
537	2.527510818
538	2.521393743
539	2.52053236
540	2.519778141
541	2.51527365
542	2.511100985
543	2.509034409
544	2.508428184
545	2.504878069
546	2.500265196
547	2.497666374
548	2.493667224
549	2.489293668
550	2.486899658
551	2.482143515
552	2.48017437
553	2.476969256
554	2.47478001
555	2.472601578
556	2.468522801
557	2.466165732
558	2.463575055
559	2.460142092
560	2.456796591
561	2.454856869
562	2.452256761
563	2.448234665
564	2.445118931
565	2.44179495
566	2.439387196
567	2.435273474
568	2.432675068
569	2.430837522
570	2.428498262
571	2.426584045
572	2.423875167
573	2.42190529
574	2.419773848
575	2.417263266
576	2.415579006
577	2.41091223
578	2.408754985
579	2.40378441
580	2.402651965
581	2.400225356
582	2.39895543
583	2.398075501
584	2.395550967
585	2.393155726
586	2.390119439
587	2.389414663
588	2.38796712
589	2.384308428
590	2.381670838
591	2.378804984
592	2.37685971
593	2.3745841
594	2.373078807
595	2.371250815
596	2.369164904
597	2.367550567
598	2.36732656
599	2.364916418
600	2.361859822
601	2.3610414
602	2.358942454
603	2.356979526
604	2.354979597
605	2.353289243
606	2.35234013
607	2.349122266
608	2.34864507
609	2.345806017
610	2.343587908
611	2.340341421
612	2.337727558
613	2.336032109
614	2.332824661
615	2.328381353
616	2.324659636
617	2.321613305
618	2.319120711
619	2.316937292
620	2.314379538
621	2.313056333
622	2.309932567
623	2.307842274
624	2.305004063
625	2.303009411
626	2.301807625
627	2.299159254
628	2.29586683
629	2.293443032
630	2.291319828
631	2.28935179
632	2.287583474
633	2.284451453
634	2.282668446
635	2.280428345
636	2.278751697
637	2.277462458
638	2.276723058
639	2.275511403
640	2.272549016
641	2.27020921
642	2.268074074
643	2.2658626
644	2.264172443
645	2.261760307
646	2.25847157
647	2.255354687
648	2.253418702
649	2.251958162
650	2.251029653
651	2.250167677
652	2.247974719
653	2.243252943
654	2.241527243
655	2.239523108
656	2.238172908
657	2.235846057
658	2.233542556
659	2.230604949
660	2.226928217
661	2.224175105
662	2.222371043
663	2.220292879
664	2.217539735
665	2.215067863
666	2.213999226
667	2.211918285
668	2.209700424
669	2.206881662
670	2.203895983
671	2.202235055
672	2.199055791
673	2.19588015
674	2.193946392
675	2.190257399
676	2.187865902
677	2.184637882
678	2.183963622
679	2.182563697
680	2.180765061
681	2.17866489
682	2.176232545
683	2.174247694
684	2.17276071
685	2.171031356
686	2.169495105
687	2.167607795
688	2.165268023
689	2.164347259
690	2.162740647
691	2.160162459
692	2.158836051
693	2.157332014
694	2.15368075
695	2.151734931
696	2.150459385
697	2.148756881
698	2.147261508
699	2.145553546
700	2.143791715
701	2.142329241
702	2.140991142
703	2.13980942
704	2.138643266
705	2.135920665
706	2.135337996
707	2.131822867
708	2.130466104
709	2.128073653
710	2.126738204
711	2.1253766
712	2.124403166
713	2.123110989
714	2.120034147
715	2.119159888
716	2.116863959
717	2.116274507
718	2.115311344
719	2.11291305
720	2.110637767
721	2.109799337
722	2.108382973
723	2.107114522
724	2.104152664
725	2.102088332
726	2.099833802
727	2.097427201
728	2.095402309
729	2.092849152
730	2.091181814
731	2.089450746
732	2.087456842
733	2.08663114
734	2.084164595
735	2.081444724
736	2.080188376
737	2.077661578
738	2.077064872
739	2.076621436
740	2.075089645
741	2.073647537
742	2.07222093
743	2.071087588
744	2.069366703
745	2.067835385
746	2.066398207
747	2.06540331
748	2.063885152
749	2.061836018
750	2.060435077
751	2.059282554
752	2.05755454
753	2.055982212
754	2.055619455
755	2.053428341
756	2.052030205
757	2.050315754
758	2.049483576
759	2.04757227
760	2.046456452
761	2.045178889
762	2.043399736
763	2.04146827
764	2.040714451
765	2.039359685
766	2.038356529
767	2.03697885
768	2.036128525
769	2.035158956
770	2.033772256
771	2.031286389
772	2.030636976
773	2.029449822
774	2.028320616
775	2.027230574
776	2.025698071
777	2.022945165
778	2.021813428
779	2.02025816
780	2.018382563
781	2.017130731
782	2.016309877
783	2.014921848
784	2.013615633
785	2.012448917
786	2.01001946
787	2.007915236
788	2.006487285
789	2.005224304
790	2.004374096
791	2.002347413
792	2.000942642
793	2.000261512
794	1.998513823
795	1.997451979
796	1.996582977
797	1.995774814
798	1.9947164
799	1.993753275
800	1.992918363
801	1.992047287
802	1.991229471
803	1.989936446
804	1.988318323
805	1.98618653
806	1.984892882
807	1.983571287
808	1.982337498
809	1.980954602
810	1.978656259
811	1.976739913
812	1.975090047
813	1.973553765
814	1.971874934
815	1.969680707
816	1.968372271
817	1.967758846
818	1.967168577
819	1.965546676
820	1.963580354
821	1.963154289
822	1.962111077
823	1.960265385
824	1.95915955
825	1.957791015
826	1.957047124
827	1.956223331
828	1.954326832
829	1.953554532
830	1.952818581
831	1.951268493
832	1.950021335
833	1.948369548
834	1.94602874
835	1.944710677
836	1.943407603
837	1.942852869
838	1.940694006
839	1.939614003
840	1.938394365
841	1.937662898
842	1.935646743
843	1.933817815
844	1.932685349
845	1.931834677
846	1.9308822
847	1.928737736
848	1.927558936
849	1.926385185
850	1.92500598
851	1.923103264
852	1.921328338
853	1.920576509
854	1.918452046
855	1.917169447
856	1.91607686
857	1.914228722
858	1.912345148
859	1.910713617
860	1.909484036
861	1.908625922
862	1.908274478
863	1.906290169
864	1.905380334
865	1.904090994
866	1.902420702
867	1.901224399
868	1.900141167
869	1.898967994
870	1.898113094
871	1.897436346
872	1.89631357
873	1.894676385
874	1.893074718
875	1.892347428
876	1.891493492
877	1.890004371
878	1.888887894
879	1.887469291
880	1.886029256
881	1.885346077
882	1.883890713
883	1.881936532
884	1.880426017
885	1.87914825
886	1.87747197
887	1.874518253
888	1.873826485
889	1.872767913
890	1.870758555
891	1.869026154
892	1.867939337
893	1.8661965
894	1.864969894
895	1.863405704
896	1.862655996
897	1.860844041
898	1.860049014
899	1.859605761
900	1.858776833
901	1.857045031
902	1.85609134
903	1.854917325
904	1.854131502
905	1.853098584
906	1.851865017
907	1.850473175
908	1.84943959
909	1.848213946
910	1.847282726
911	1.845732098
912	1.844030866
913	1.843295957
914	1.842292984
915	1.84102004
916	1.839787771
917	1.838270301
918	1.837649996
919	1.83645895
920	1.835195979
921	1.834134054
922	1.832260959
923	1.830944415
924	1.829727232
925	1.828619869
926	1.827023693
927	1.825710158
928	1.823865114
929	1.823070438
930	1.822705138
931	1.821307361
932	1.82032304
933	1.818573493
934	1.817928533
935	1.816805254
936	1.815079983
937	1.813709764
938	1.812615366
939	1.812420679
940	1.811170247
941	1.810349122
942	1.808911559
943	1.807535111
944	1.806698075
945	1.805890181
946	1.804733048
947	1.804415704
948	1.803562416
949	1.802986955
950	1.801479003
951	1.800401935
952	1.80011443
953	1.79932422
954	1.79751023
955	1.796907599
956	1.796495329
957	1.795969895
958	1.79455208
959	1.793347146
960	1.792409625
961	1.79153202
962	1.789905883
963	1.787910124
964	1.786488477
965	1.785645222
966	1.784395536
967	1.783036129
968	1.781227231
969	1.780531429
970	1.779890902
971	1.778637439
972	1.777099944
973	1.775895675
974	1.774739728
975	1.773968035
976	1.773155368
977	1.771621106
978	1.771210922
979	1.770265785
980	1.769479451
981	1.768054368
982	1.767270324
983	1.766259773
984	1.764817062
985	1.763683219
986	1.763101601
987	1.761597194
988	1.759677616
989	1.759114498
990	1.757491741
991	1.756776812
992	1.756554806
993	1.756176503
994	1.755448776
995	1.754061403
996	1.753228997
997	1.752245985
998	1.751617422
999	1.750913131
