iter	Passed	Remaining
183	1281	5683
184	1284	5657
185	1286	5631
186	1290	5609
187	1293	5588
188	1296	5563
189	1299	5539
190	1319	5589
191	1324	5574
192	1327	5552
193	1347	5597
194	1383	5711
195	1414	5802
196	1420	5790
197	1427	5782
198	1435	5776
199	1449	5796
200	1452	5775
201	1470	5809
202	1494	5868
203	1499	5851
204	1502	5828
205	1510	5823
206	1516	5808
207	1532	5836
208	1536	5814
209	1541	5800
210	1544	5774
211	1546	5748
212	1548	5722
213	1553	5707
214	1559	5693
215	1564	5677
216	1574	5681
217	1577	5659
218	1586	5659
219	1591	5643
220	1598	5635
221	1619	5677
222	1639	5713
223	1670	5787
224	1674	5766
225	1680	5754
226	1698	5783
227	1701	5760
228	1720	5791
229	1722	5767
230	1727	5752
231	1733	5738
232	1765	5812
233	1778	5820
234	1780	5797
235	1797	5818
236	1809	5826
237	1812	5802
238	1826	5814
239	1829	5792
240	1846	5814
241	1865	5844
242	1868	5821
243	1886	5843
244	1888	5820
245	1903	5834
246	1906	5813
247	1921	5827
248	1943	5862
249	1963	5891
250	1966	5868
251	1969	5847
252	1988	5871
253	1995	5859
254	2024	5913
255	2026	5888
256	2029	5868
257	2038	5862
258	2063	5905
259	2070	5894
260	2101	5950
261	2142	6035
262	2146	6014
263	2151	5996
264	2167	6011
265	2175	6002
266	2178	5980
267	2184	5967
268	2189	5948
269	2191	5926
270	2194	5902
271	2196	5880
272	2204	5870
273	2218	5878
274	2223	5860
275	2227	5842
276	2233	5829
277	2238	5814
278	2243	5798
279	2250	5786
280	2252	5763
281	2254	5739
282	2256	5716
283	2258	5692
284	2302	5775
285	2318	5789
286	2352	5843
287	2375	5872
288	2383	5865
289	2418	5920
290	2421	5898
291	2423	5876
292	2425	5853
293	2428	5832
294	2431	5809
295	2433	5788
296	2435	5765
297	2437	5742
298	2439	5720
299	2442	5699
300	2445	5679
301	2468	5704
302	2471	5685
303	2474	5665
304	2477	5646
305	2481	5628
306	2485	5611
307	2489	5592
308	2496	5582
309	2500	5566
310	2505	5550
311	2511	5538
312	2533	5560
313	2537	5544
314	2544	5533
315	2549	5519
316	2554	5503
317	2579	5533
318	2583	5515
319	2602	5531
320	2610	5521
321	2615	5507
322	2619	5490
323	2630	5489
324	2636	5476
325	2643	5465
326	2646	5446
327	2649	5427
328	2653	5411
329	2660	5401
330	2663	5382
331	2665	5363
332	2669	5348
333	2672	5329
334	2675	5311
335	2678	5294
336	2681	5275
337	2688	5264
338	2691	5247
339	2693	5227
340	2695	5208
341	2697	5189
342	2699	5171
343	2702	5153
344	2705	5136
345	2708	5120
346	2712	5103
347	2714	5085
348	2716	5067
349	2719	5050
350	2721	5032
351	2724	5016
352	2730	5003
353	2734	4989
354	2736	4972
355	2740	4957
356	2743	4941
357	2746	4924
358	2748	4907
359	2751	4891
360	2753	4874
361	2756	4858
362	2759	4841
363	2763	4828
364	2769	4817
365	2774	4806
366	2781	4797
367	2789	4790
368	2804	4796
369	2807	4780
370	2821	4783
371	2824	4767
372	2828	4754
373	2832	4741
374	2862	4770
375	2876	4773
376	2888	4773
377	2892	4759
378	2895	4744
379	2916	4758
380	2920	4744
381	2941	4758
382	2945	4744
383	2965	4757
384	2967	4740
385	3008	4785
386	3026	4793
387	3056	4820
388	3070	4823
389	3073	4806
390	3088	4811
391	3104	4814
392	3107	4799
393	3121	4800
394	3124	4785
395	3140	4790
396	3143	4774
397	3162	4784
398	3166	4769
399	3171	4757
400	3189	4764
401	3192	4749
402	3214	4761
403	3221	4752
404	3258	4787
405	3272	4787
406	3282	4782
407	3298	4785
408	3309	4782
409	3313	4768
410	3329	4770
411	3395	4846
412	3401	4834
413	3420	4841
414	3433	4839
415	3443	4833
416	3493	4883
417	3510	4887
418	3517	4877
419	3568	4927
420	3579	4923
421	3583	4908
422	3622	4941
423	3625	4924
424	3627	4907
425	3633	4896
426	3636	4880
427	3639	4864
428	3642	4848
429	3653	4842
430	3661	4834
431	3669	4824
432	3675	4813
433	3683	4803
434	3685	4786
435	3687	4770
436	3702	4770
437	3705	4754
438	3712	4744
439	3715	4729
440	3720	4716
441	3725	4703
442	3728	4688
443	3756	4703
444	3787	4723
445	3799	4718
446	3804	4706
447	3823	4710
448	3826	4696
449	3833	4685
450	3903	4751
451	3911	4742
452	3927	4742
453	3964	4767
454	3992	4782
455	4006	4779
456	4015	4770
457	4033	4772
458	4039	4760
459	4057	4763
460	4067	4755
461	4105	4780
462	4128	4788
463	4140	4782
464	4176	4805
465	4224	4840
466	4258	4859
467	4267	4850
468	4269	4834
469	4277	4824
470	4283	4811
471	4289	4798
472	4295	4786
473	4300	4771
474	4358	4816
475	4362	4802
476	4379	4801
477	4383	4787
478	4403	4789
479	4427	4796
480	4437	4787
481	4466	4800
482	4487	4803
483	4490	4787
484	4494	4772
485	4531	4793
486	4555	4798
487	4560	4784
488	4581	4787
489	4609	4798
490	4623	4793
491	4627	4778
492	4652	4784
493	4654	4767
494	4656	4750
495	4658	4734
496	4661	4717
497	4668	4705
498	4670	4689
499	4672	4672
500	4674	4656
501	4677	4639
502	4683	4627
503	4710	4635
504	4745	4651
505	4762	4649
506	4782	4650
507	4805	4653
508	4807	4637
509	4829	4640
510	4833	4625
511	4846	4619
512	4864	4617
513	4888	4622
514	4910	4624
515	4935	4629
516	4941	4616
517	4962	4617
518	4984	4619
519	4987	4604
520	5007	4604
521	5032	4608
522	5050	4605
523	5083	4617
524	5114	4627
525	5141	4633
526	5144	4617
527	5148	4602
528	5220	4647
529	5224	4633
530	5269	4654
531	5273	4639
532	5291	4636
533	5347	4666
534	5384	4680
535	5417	4689
536	5483	4727
537	5486	4711
538	5489	4695
539	5496	4681
540	5528	4690
541	5561	4699
542	5567	4685
543	5634	4723
544	5638	4707
545	5659	4705
546	5695	4716
547	5717	4715
548	5739	4714
549	5764	4716
550	5798	4725
551	5803	4710
552	5809	4696
553	5816	4682
554	5888	4721
555	5943	4746
556	5946	4729
557	5972	4731
558	5975	4714
559	6045	4750
560	6059	4742
561	6085	4743
562	6092	4729
563	6119	4731
564	6168	4749
565	6173	4733
566	6194	4730
567	6202	4717
568	6251	4735
569	6271	4730
570	6276	4715
571	6324	4732
572	6345	4728
573	6375	4731
574	6389	4722
575	6391	4704
576	6393	4687
577	6396	4669
578	6406	4658
579	6408	4640
580	6410	4623
581	6412	4605
582	6416	4589
583	6419	4572
584	6482	4598
585	6536	4617
586	6542	4603
587	6549	4588
588	6551	4571
589	6554	4554
590	6556	4537
591	6559	4520
592	6565	4506
593	6568	4489
594	6570	4472
595	6573	4455
596	6580	4442
597	6584	4426
598	6587	4410
599	6590	4393
600	6599	4381
601	6601	4364
602	6604	4348
603	6612	4335
604	6615	4318
605	6617	4302
606	6619	4285
607	6622	4269
608	6634	4259
609	6638	4244
610	6646	4231
611	6649	4215
612	6652	4199
613	6655	4184
614	6664	4171
615	6666	4155
616	6669	4140
617	6677	4127
618	6679	4111
619	6682	4095
620	6685	4080
621	6688	4064
622	6691	4049
623	6693	4033
624	6696	4018
625	6704	4005
626	6706	3989
627	6708	3974
628	6711	3958
629	6713	3943
630	6719	3929
631	6722	3914
632	6725	3899
633	6727	3883
634	6737	3872
635	6739	3857
636	6742	3842
637	6745	3827
638	6747	3812
639	6750	3797
640	6753	3782
641	6756	3767
642	6762	3754
643	6766	3740
644	6774	3728
645	6779	3714
646	6782	3700
647	6784	3685
648	6786	3670
649	6791	3656
650	6794	3642
651	6797	3628
652	6799	3613
653	6806	3601
654	6810	3586
655	6812	3572
656	6820	3560
657	6825	3547
658	6829	3533
659	6834	3520
660	6837	3506
661	6839	3492
662	6847	3480
663	6850	3466
664	6877	3464
665	6879	3450
666	6881	3435
667	6883	3421
668	6885	3406
669	6888	3392
670	6890	3378
671	6907	3371
672	6910	3357
673	6911	3343
674	6913	3328
675	6915	3314
676	6917	3300
677	6919	3286
678	6921	3272
679	6924	3258
680	6935	3248
681	6944	3238
682	6947	3224
683	6949	3210
684	6968	3204
685	6971	3191
686	6977	3179
687	6990	3170
688	6994	3157
689	7022	3154
690	7048	3152
691	7065	3144
692	7069	3131
693	7102	3131
694	7104	3117
695	7123	3111
696	7158	3111
697	7160	3098
698	7165	3085
699	7204	3087
700	7230	3084
701	7232	3070
702	7264	3069
703	7268	3055
704	7297	3053
705	7300	3040
706	7329	3037
707	7333	3024
708	7359	3020
709	7363	3007
710	7390	3004
711	7393	2990
712	7420	2987
713	7423	2973
714	7455	2971
715	7471	2963
716	7497	2959
717	7501	2946
718	7524	2940
719	7547	2935
720	7571	2929
721	7575	2916
722	7610	2915
723	7612	2902
724	7639	2897
725	7667	2893
726	7671	2880
727	7694	2874
728	7697	2861
729	7707	2850
730	7728	2844
731	7732	2831
732	7736	2818
733	7779	2819
734	7782	2805
735	7799	2797
736	7817	2789
737	7819	2775
738	7823	2762
739	7825	2749
740	7827	2735
741	7847	2728
742	7853	2716
743	7856	2703
744	7860	2690
745	7877	2682
746	7879	2668
747	7893	2659
748	7896	2646
749	7899	2633
750	7912	2623
751	7917	2610
752	7929	2600
753	7933	2588
754	7953	2581
755	7962	2570
756	7967	2557
757	7974	2545
758	7981	2534
759	7987	2522
760	7994	2510
761	7999	2498
762	8007	2487
763	8016	2476
764	8023	2464
765	8031	2453
766	8039	2442
767	8048	2431
768	8055	2419
769	8061	2408
770	8068	2396
771	8076	2385
772	8093	2376
773	8126	2372
774	8147	2365
775	8186	2362
776	8213	2357
777	8228	2347
778	8239	2337
779	8328	2348
780	8333	2336
781	8368	2332
782	8382	2323
783	8386	2310
784	8392	2298
785	8413	2290
786	8417	2278
787	8444	2271
788	8473	2266
789	8477	2253
790	8498	2245
791	8527	2239
792	8556	2233
793	8559	2220
794	8583	2213
795	8587	2200
796	8616	2194
797	8619	2181
798	8641	2173
799	8662	2165
800	8667	2153
801	8708	2150
802	8711	2137
803	8728	2127
804	8753	2120
805	8759	2108
806	8776	2099
807	8779	2086
808	8782	2073
809	8790	2061
810	8795	2049
811	8804	2038
812	8810	2026
813	8812	2013
814	8834	2005
815	8841	1993
816	8861	1984
817	8885	1977
818	8917	1970
819	8948	1964
820	8965	1954
821	8981	1944
822	9030	1942
823	9042	1931
824	9082	1926
825	9100	1917
826	9181	1920
827	9220	1915
828	9231	1904
829	9258	1896
830	9267	1884
831	9287	1875
832	9306	1865
833	9322	1855
834	9337	1845
835	9347	1833
836	9357	1822
837	9367	1810
838	9378	1799
839	9385	1787
840	9444	1785
841	9450	1773
842	9457	1761
843	9469	1750
844	9472	1737
845	9481	1725
846	9502	1716
847	9566	1714
848	9608	1708
849	9650	1703
850	9661	1691
851	9710	1686
852	9730	1676
853	9761	1668
854	9764	1656
855	9785	1646
856	9789	1633
857	9820	1625
858	9841	1615
859	9864	1605
860	9875	1594
861	9879	1581
862	9882	1568
863	9890	1556
864	9894	1544
865	9898	1531
866	9908	1519
867	9912	1507
868	9919	1495
869	9921	1482
870	9924	1469
871	9929	1457
872	9977	1451
873	9981	1438
874	10004	1429
875	10025	1419
876	10039	1408
877	10090	1402
878	10129	1394
879	10165	1386
880	10196	1377
881	10227	1368
882	10237	1356
883	10281	1349
884	10286	1336
885	10358	1332
886	10393	1324
887	10396	1311
888	10444	1304
889	10505	1298
890	10512	1286
891	10606	1284
892	10673	1278
893	10683	1266
894	10697	1255
895	10714	1243
896	10742	1233
897	10750	1221
898	10776	1210
899	10785	1198
900	10801	1186
901	10809	1174
902	10852	1165
903	10862	1153
904	10879	1142
905	10918	1132
906	10960	1123
907	11052	1119
908	11084	1109
909	11103	1098
910	11135	1087
911	11149	1075
912	11242	1071
913	11269	1060
914	11297	1049
915	11310	1037
916	11404	1032
917	11410	1019
918	11435	1007
919	11444	995
920	11487	985
921	11495	972
922	11536	962
923	11545	949
924	11572	938
925	11601	927
926	11668	918
927	11680	906
928	11716	895
929	11761	885
930	11791	873
931	11832	863
932	11847	850
933	11882	839
934	11958	831
935	11977	818
936	12018	808
937	12067	797
938	12076	784
939	12099	772
940	12154	762
941	12228	752
942	12249	740
943	12266	727
944	12294	715
945	12312	702
946	12356	691
947	12376	678
948	12404	666
949	12459	655
950	12475	642
951	12492	629
952	12523	617
953	12538	604
954	12563	592
955	12586	579
956	12617	566
957	12636	553
958	12641	540
959	12656	527
960	12671	514
961	12673	500
962	12679	487
963	12684	473
964	12689	460
965	12694	446
966	12697	433
967	12700	419
968	12703	406
969	12723	393
970	12769	381
971	12784	368
972	12846	356
973	12860	343
974	12879	330
975	12902	317
976	12912	303
977	12929	290
978	12998	278
979	13045	266
980	13081	253
981	13111	240
982	13114	226
983	13150	213
984	13180	200
985	13215	187
986	13306	175
987	13310	161
988	13344	148
989	13370	135
990	13375	121
991	13380	107
992	13420	94
993	13424	81
994	13453	67
995	13479	54
996	13494	40
997	13510	27
998	13534	13
999	13575	0
